SentenceId	Phrase	Sentiment
4705	... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .	1
4080	Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King .	1
802	I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .	3
3093	Nothing wrong with performances here , but the whiney characters bugged me .	1
7320	There 's nothing to gain from watching They .	0
2066	A wild , endearing , masterful documentary .	4
4691	I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese , but at least now we 've got something pretty damn close .	3
602	A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .	2
2977	Lacking substance and soul , Crossroads comes up shorter than Britney 's cutoffs .	1
4860	He thinks the film is just as much a document about him as it is about the subject .	1
2284	Occasionally funny , sometimes inspiring , often boring .	2
4144	Except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made .	2
5959	A terrifically entertaining specimen of Spielbergian sci-fi .	4
1526	Seems like someone going through the motions .	1
3687	It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special .	4
5646	The advantage of a postapocalyptic setting is that it can be made on the cheap .	1
1092	... this story gets sillier , not scarier , as it goes along ...	1
3382	Calculated swill .	2
2408	Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .	0
4881	Harvard Man is a semi-throwback , a reminiscence without nostalgia or sentimentality .	2
482	Mark Wahlberg ... may look classy in a '60s - homage pokepie hat , but as a character he 's dry , dry , dry .	2
7222	Give credit to everyone from Robinson down to the key grip that this bold move works .	4
1177	Where the film falters is in its tone .	1
5140	A bore that tends to hammer home every one of its points .	1
2336	Like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create .	0
4170	Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .	0
441	Claims to sort the bad guys from the good , which is its essential problem .	1
4909	Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .	4
23	It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .	1
4491	No amount of burning , blasting , stabbing , and shooting can hide a weak script .	0
735	Perhaps the best sports movie I 've ever seen .	4
2440	Combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .	3
7121	A prolonged extrusion of psychopathic pulp .	1
7124	The plan to make Enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller '	2
8255	Some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff .	2
7383	As is often the case with ambitious , eager first-time filmmakers , Mr. Murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .	1
1110	What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story .	0
6842	A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .	4
8054	The charming result is Festival in Cannes .	3
3422	Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .	0
6747	Collateral Damage offers formula payback and the Big Payoff , but the explosions tend to simply hit their marks , pyro-correctly .	2
3854	Though not for everyone , The Guys is a somber trip worth taking .	2
2996	Imamura has said that Warm Water Under a Red Bridge is a poem to the enduring strengths of women .	3
2862	A lot of its gags and observations reflect a woman 's point-of-view .	2
6417	The story is bogus and its characters tissue-thin .	0
3443	The film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .	3
1664	A good music documentary , probably one of the best since The Last Waltz .	4
1969	Unless you 're a fanatic , the best advice is : ` Scooby ' do n't .	1
5934	Blood Work is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period .	1
4240	A rich tale of our times , very well told with an appropriate minimum of means .	3
7315	It 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue .	1
4968	A straight-ahead thriller that never rises above superficiality .	1
6859	Pretty much sucks , but has a funny moment or two .	1
7419	This is a film tailor-made for those who when they were in high school would choose the Cliff-Notes over reading a full-length classic .	1
1898	In the end there is one word that best describes this film : honest .	3
8129	Mr. Soderbergh 's direction and visual style struck me as unusually and unimpressively fussy and pretentious .	0
8294	Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .	1
6685	This is one of the rarest kinds of films : a family-oriented non-Disney film that is actually funny without hitting below the belt .	3
411	A movie like The Guys is why film criticism can be considered work .	1
8453	Maybe not a classic , but a movie the kids will want to see over and over again .	4
3417	The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism .	4
7631	All the characters are clinically depressed and have abandoned their slim hopes and dreams .	1
5643	An older cad instructs a younger lad in Zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .	3
3407	The Transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .	1
101	-LRB- Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .	1
156	In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .	3
